d,sales,date,wm_yr_wk,wday,month,year,snap_CA,quarter,is_weekend,lag_1,lag_7,lag_28,rolling_mean_7,rolling_mean_28,rolling_std_7,weekday_Monday,weekday_Saturday,weekday_Sunday,weekday_Thursday,weekday_Tuesday,weekday_Wednesday,event_name_1_Christmas,event_name_1_Cinco De Mayo,event_name_1_ColumbusDay,event_name_1_Easter,event_name_1_Eid al-Fitr,event_name_1_EidAlAdha,event_name_1_Father's day,event_name_1_Halloween,event_name_1_IndependenceDay,event_name_1_LaborDay,event_name_1_LentStart,event_name_1_LentWeek2,event_name_1_MartinLutherKingDay,event_name_1_MemorialDay,event_name_1_Mother's day,event_name_1_NBAFinalsEnd,event_name_1_NBAFinalsStart,event_name_1_NewYear,event_name_1_None,event_name_1_OrthodoxChristmas,event_name_1_OrthodoxEaster,event_name_1_Pesach End,event_name_1_PresidentsDay,event_name_1_Purim End,event_name_1_Ramadan starts,event_name_1_StPatricksDay,event_name_1_SuperBowl,event_name_1_Thanksgiving,event_name_1_ValentinesDay,event_name_1_VeteransDay,event_type_1_National,event_type_1_None,event_type_1_Religious,event_type_1_Sporting,event_name_2_Easter,event_name_2_Father's day,event_name_2_None,event_name_2_OrthodoxEaster,event_type_2_None,event_type_2_Religious
d_1102,147,2014-02-03,11401,3,2,2014,1,1,0,221.0,119.0,55.0,122.14285714285714,108.46428571428571,51.9436507875871,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1103,127,2014-02-04,11401,4,2,2014,1,1,0,147.0,63.0,0.0,126.14285714285714,111.75,52.73338149416803,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1104,90,2014-02-05,11401,5,2,2014,1,1,0,127.0,71.0,0.0,135.28571428571428,116.28571428571429,44.932224092567445,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1105,111,2014-02-06,11401,6,2,2014,1,1,0,90.0,116.0,0.0,138.0,119.5,40.78398378448664,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1106,1,2014-02-07,11401,7,2,2014,1,1,0,111.0,128.0,0.0,137.28571428571428,123.46428571428571,41.27434346626684,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1107,3,2014-02-08,11402,1,2,2014,1,1,1,1.0,137.0,168.0,119.14285714285714,123.5,66.33859754177402,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1108,0,2014-02-09,11402,2,2,2014,1,1,1,3.0,221.0,121.0,100.0,117.60714285714286,78.53873778800676,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1109,0,2014-02-10,11402,3,2,2014,1,1,0,0.0,147.0,85.0,68.42857142857143,113.28571428571429,65.05345787083372,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1110,0,2014-02-11,11402,4,2,2014,0,1,0,0.0,127.0,95.0,47.42857142857143,110.25,58.89781304048858,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1111,0,2014-02-12,11402,5,2,2014,0,1,0,0.0,90.0,126.0,29.285714285714285,106.85714285714286,49.036429606685275,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1112,7,2014-02-13,11402,6,2,2014,0,1,0,0.0,111.0,118.0,16.428571428571427,102.35714285714286,41.716731826518846,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1113,3,2014-02-14,11402,7,2,2014,0,1,0,7.0,1.0,211.0,1.5714285714285714,98.39285714285714,2.63673679997865,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
d_1114,7,2014-02-15,11403,1,2,2014,0,1,1,3.0,3.0,211.0,1.8571428571428572,90.96428571428571,2.672612419120615,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1115,2,2014-02-16,11403,2,2,2014,0,1,1,7.0,0.0,149.0,2.4285714285714284,83.67857142857143,3.3094381626435267,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1116,4,2014-02-17,11403,3,2,2014,0,1,0,2.0,0.0,47.0,2.7142857142857144,78.42857142857143,3.147183169874645,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
d_1117,4,2014-02-18,11403,4,2,2014,0,1,0,4.0,0.0,73.0,3.2857142857142856,76.89285714285714,2.9277002188422045,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1118,1,2014-02-19,11403,5,2,2014,0,1,0,4.0,0.0,112.0,3.857142857142857,74.42857142857143,2.5448360411174633,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1119,10,2014-02-20,11403,6,2,2014,0,1,0,1.0,7.0,109.0,4.0,70.46428571428571,2.309401076754147,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1120,3,2014-02-21,11403,7,2,2014,0,1,0,10.0,3.0,159.0,4.428571428571429,66.92857142857143,3.101458950079358,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1121,4,2014-02-22,11404,1,2,2014,0,1,1,3.0,7.0,175.0,4.428571428571429,61.357142857142854,3.101458950079358,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1122,5,2014-02-23,11404,2,2,2014,0,1,1,4.0,2.0,168.0,4.0,55.25,2.886751345944644,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1123,0,2014-02-24,11404,3,2,2014,0,1,0,5.0,4.0,119.0,4.428571428571429,49.42857142857143,2.760262237365746,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1124,21,2014-02-25,11404,4,2,2014,0,1,0,0.0,4.0,63.0,3.857142857142857,45.17857142857143,3.2366943748476475,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1125,5,2014-02-26,11404,5,2,2014,0,1,0,21.0,1.0,71.0,6.285714285714286,43.67857142857143,7.2506157373982845,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1126,3,2014-02-27,11404,6,2,2014,0,1,0,5.0,10.0,116.0,6.857142857142857,41.32142857142857,6.9144431308314855,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1127,3,2014-02-28,11404,7,2,2014,0,1,0,3.0,3.0,128.0,5.857142857142857,37.285714285714285,6.890296835127622,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1128,7,2014-03-01,11405,1,3,2014,1,1,1,3.0,4.0,137.0,5.857142857142857,32.82142857142857,6.890296835127622,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1129,2,2014-03-02,11405,2,3,2014,1,1,1,7.0,5.0,221.0,6.285714285714286,28.178571428571427,6.848705126134503,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1130,2,2014-03-03,11405,3,3,2014,1,1,0,2.0,0.0,147.0,5.857142857142857,20.357142857142858,7.033931367035772,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1131,12,2014-03-04,11405,4,3,2014,1,1,0,2.0,21.0,127.0,6.142857142857143,15.178571428571429,6.792853387409175,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1132,0,2014-03-05,11405,5,3,2014,1,1,0,12.0,5.0,90.0,4.857142857142857,11.071428571428571,3.625307868697047,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
d_1133,0,2014-03-06,11405,6,3,2014,1,1,0,0.0,3.0,111.0,4.142857142857143,7.857142857142857,4.0590873944977215,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1134,5,2014-03-07,11405,7,3,2014,1,1,0,0.0,3.0,1.0,3.7142857142857144,3.892857142857143,4.347960660440924,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1135,0,2014-03-08,11406,1,3,2014,1,1,1,5.0,7.0,3.0,4.0,4.035714285714286,4.358898943538365,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1136,376,2014-03-09,11406,2,3,2014,1,1,1,0.0,2.0,0.0,3.0,3.9285714285714284,4.358898943538403,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1137,200,2014-03-10,11406,3,3,2014,1,1,0,376.0,2.0,0.0,56.42857142857143,17.357142857142858,140.98446385194012,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1138,114,2014-03-11,11406,4,3,2014,0,1,0,200.0,12.0,0.0,84.71428571428571,24.5,147.93547499469057,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1139,112,2014-03-12,11406,5,3,2014,0,1,0,114.0,0.0,0.0,99.28571428571429,28.571428571428573,144.56453493822303,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
d_1140,121,2014-03-13,11406,6,3,2014,0,1,0,112.0,0.0,7.0,115.28571428571429,32.57142857142857,137.78330122056894,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1141,116,2014-03-14,11406,7,3,2014,0,1,0,121.0,5.0,3.0,132.57142857142858,36.642857142857146,128.1637717178779,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1142,154,2014-03-15,11407,1,3,2014,0,1,1,116.0,0.0,7.0,148.42857142857142,40.67857142857143,116.04289026455827,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1143,188,2014-03-16,11407,2,3,2014,0,1,1,154.0,376.0,2.0,170.42857142857142,45.92857142857143,96.09692527661315,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
d_1144,121,2014-03-17,11407,3,3,2014,0,1,0,188.0,200.0,4.0,143.57142857142858,52.57142857142857,37.43375100475035,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
d_1145,88,2014-03-18,11407,4,3,2014,0,1,0,121.0,114.0,4.0,132.28571428571428,56.75,28.40606910335711,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1146,87,2014-03-19,11407,5,3,2014,0,1,0,88.0,112.0,1.0,128.57142857142858,59.75,32.5876108506334,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1147,127,2014-03-20,11407,6,3,2014,0,1,0,87.0,121.0,10.0,125.0,62.82142857142857,35.90728802531978,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1148,160,2014-03-21,11407,7,3,2014,0,1,0,127.0,116.0,3.0,125.85714285714286,67.0,35.867480960838755,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1149,195,2014-03-22,11408,1,3,2014,0,1,1,160.0,154.0,4.0,132.14285714285714,72.60714285714286,37.662663082635675,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1150,150,2014-03-23,11408,2,3,2014,0,1,1,195.0,188.0,5.0,138.0,79.42857142857143,44.24176006143142,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1151,106,2014-03-24,11408,3,3,2014,0,1,0,150.0,121.0,0.0,132.57142857142858,84.60714285714286,39.11886647495874,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1152,54,2014-03-25,11408,4,3,2014,0,1,0,106.0,88.0,21.0,130.42857142857142,88.39285714285714,40.2527727527639,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1153,93,2014-03-26,11408,5,3,2014,0,1,0,54.0,87.0,5.0,125.57142857142857,89.57142857142857,47.605521888596634,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1154,81,2014-03-27,11408,6,3,2014,0,1,0,93.0,127.0,3.0,126.42857142857143,92.71428571428571,46.84320350152894,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1155,125,2014-03-28,11408,7,3,2014,0,1,0,81.0,160.0,3.0,119.85714285714286,95.5,49.87794626695715,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1156,159,2014-03-29,11409,1,3,2014,0,1,1,125.0,195.0,7.0,114.85714285714286,99.85714285714286,46.845236582561235,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1157,145,2014-03-30,11409,2,3,2014,0,1,1,159.0,150.0,2.0,109.71428571428571,105.28571428571429,37.655076177119945,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1158,78,2014-03-31,11409,3,3,2014,0,1,0,145.0,106.0,2.0,109.0,110.39285714285714,36.8012680940926,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1159,86,2014-04-01,11409,4,4,2014,1,2,0,78.0,54.0,12.0,105.0,113.10714285714286,38.65660788705185,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1160,106,2014-04-02,11409,5,4,2014,1,2,0,86.0,93.0,0.0,109.57142857142857,115.75,33.115238903245015,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1161,112,2014-04-03,11409,6,4,2014,1,2,0,106.0,81.0,0.0,111.42857142857143,119.53571428571429,32.38753434505821,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1162,177,2014-04-04,11409,7,4,2014,1,2,0,112.0,125.0,5.0,115.85714285714286,123.53571428571429,29.526420775459158,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1163,217,2014-04-05,11410,1,4,2014,1,2,1,177.0,159.0,0.0,123.28571428571429,129.67857142857142,37.637367450067075,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1164,116,2014-04-06,11410,2,4,2014,1,2,1,217.0,145.0,376.0,131.57142857142858,137.42857142857142,50.86864503423484,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1165,98,2014-04-07,11410,3,4,2014,1,2,0,116.0,78.0,200.0,127.42857142857143,128.14285714285714,50.77354016564454,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1166,168,2014-04-08,11410,4,4,2014,1,2,0,98.0,86.0,114.0,130.28571428571428,124.5,48.01636625746856,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1167,142,2014-04-09,11410,5,4,2014,1,2,0,168.0,106.0,112.0,142.0,126.42857142857143,45.33946037026245,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1168,140,2014-04-10,11410,6,4,2014,1,2,0,142.0,112.0,121.0,147.14285714285714,127.5,42.53010138489508,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1169,162,2014-04-11,11410,7,4,2014,0,2,0,140.0,177.0,116.0,151.14285714285714,128.17857142857142,39.910017837749116,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1170,200,2014-04-12,11411,1,4,2014,0,2,1,162.0,217.0,154.0,149.0,129.82142857142858,38.673849907483955,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1171,136,2014-04-13,11411,2,4,2014,0,2,1,200.0,116.0,188.0,146.57142857142858,131.46428571428572,33.93551307434409,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1172,75,2014-04-14,11411,3,4,2014,0,2,0,136.0,98.0,121.0,149.42857142857142,129.60714285714286,31.700983911423176,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1173,120,2014-04-15,11411,4,4,2014,0,2,0,75.0,168.0,88.0,146.14285714285714,127.96428571428571,38.403248870498636,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1174,118,2014-04-16,11411,5,4,2014,0,2,0,120.0,142.0,87.0,139.28571428571428,129.10714285714286,38.13447384241755,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1175,93,2014-04-17,11411,6,4,2014,0,2,0,118.0,140.0,127.0,135.85714285714286,130.21428571428572,38.92055400183119,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1176,120,2014-04-18,11411,7,4,2014,0,2,0,93.0,162.0,160.0,129.14285714285714,129.0,42.01757002107721,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1177,243,2014-04-19,11412,1,4,2014,0,2,1,120.0,200.0,195.0,123.14285714285714,127.57142857142857,39.46487286785716,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1178,245,2014-04-20,11412,2,4,2014,0,2,1,243.0,136.0,150.0,129.28571428571428,129.28571428571428,54.06697786299907,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
d_1179,80,2014-04-21,11412,3,4,2014,0,2,0,245.0,75.0,106.0,144.85714285714286,132.67857142857142,69.74579693770889,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1180,84,2014-04-22,11412,4,4,2014,0,2,0,80.0,120.0,54.0,145.57142857142858,131.75,68.93198856567956,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
d_1181,130,2014-04-23,11412,5,4,2014,0,2,0,84.0,118.0,93.0,140.42857142857142,132.82142857142858,72.41283758850346,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1182,120,2014-04-24,11412,6,4,2014,0,2,0,130.0,93.0,81.0,142.14285714285714,134.14285714285714,71.93383202969325,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1183,94,2014-04-25,11412,7,4,2014,0,2,0,120.0,120.0,125.0,146.0,135.53571428571428,69.54375121700916,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1184,216,2014-04-26,11413,1,4,2014,0,2,1,94.0,243.0,159.0,142.28571428571428,134.42857142857142,71.82087506594463,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1185,153,2014-04-27,11413,2,4,2014,0,2,1,216.0,245.0,145.0,138.42857142857142,136.46428571428572,65.99963924865283,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_1186,176,2014-04-28,11413,3,4,2014,0,2,0,153.0,80.0,78.0,125.28571428571429,136.75,47.9260342810116,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
